expense_id,amount,merchant,description,category
SYN1113,1340.53,Salon,payment,Personal Care
SYN1114,7201.25,IRCTC,flight booking,Travel
SYN1115,6556.68,OYO,train ticket,Travel
SYN1116,543.03,Salon,skincare products,Personal Care
SYN1117,2834.33,Uber,petrol refill,Transport
SYN1118,95.75,ATM,misc expense,Other
SYN1119,9579.94,Netflix,movie ticket,Entertainment
SYN1120,1109.44,Udemy,course fee,Education
SYN1121,9277.61,MedPlus,hospital bill,Health
SYN1122,765.82,Zomato,zomato order,Food & Dining
SYN1123,3851.37,Ola,ola cab,Transport
SYN1124,1370.89,Bank,cash withdrawal,Other
SYN1125,1047.12,Croma,phone purchase,Electronics
SYN1126,4849.84,ATM,payment,Other
SYN1127,4517.81,Bank,misc expense,Other
SYN1128,5691.49,Zomato,biryani order,Food & Dining
SYN1129,7201.57,College,books purchase,Education
SYN1130,4438.3,Nykaa,salon visit,Personal Care
SYN1131,2959.8,Electricity Board,electricity bill,Utilities
SYN1132,2431.72,Reliance Digital,charger buy,Electronics
SYN1133,5739.91,Jio,payment,Utilities
SYN1134,108.3,Udemy,exam fee,Education
SYN1135,854.25,Jio,gas bill,Utilities
SYN1136,8237.56,Jio,wifi bill,Utilities
SYN1137,6953.63,Flipkart,clothes shopping,Shopping
SYN1138,3979.24,Netflix,netflix subscription,Entertainment
SYN1139,6042.06,Reliance Digital,laptop repair,Electronics
SYN1140,7342.46,College,payment,Education
SYN1141,7088.1,Electricity Board,wifi bill,Utilities
SYN1142,1999.74,Netflix,payment,Entertainment
SYN1143,8159.44,Flipkart,flipkart order,Shopping
SYN1144,4000.86,OYO,payment,Travel
SYN1145,9013.17,Croma,phone purchase,Electronics
SYN1146,1025.02,Netflix,spotify premium,Entertainment
SYN1147,5016.63,Local Hotel,biryani order,Food & Dining
SYN1148,9760.23,Nykaa,payment,Personal Care
SYN1149,6079.19,Amazon,amazon purchase,Shopping
SYN1150,8029.19,College,exam fee,Education
SYN1151,4862.66,Apollo,doctor visit,Health
SYN1152,7712.26,Mall,mall shopping,Shopping
SYN1153,6514.43,OYO,payment,Travel
SYN1154,5682.34,IRCTC,trip package,Travel
SYN1155,381.22,Nykaa,skincare products,Personal Care
SYN1156,2110.1,Amazon,mall shopping,Shopping
SYN1157,4125.97,Reliance Digital,payment,Electronics
SYN1158,7500.94,Swiggy,payment,Food & Dining
SYN1159,6647.73,Flipkart,flipkart order,Shopping
SYN1160,3396.06,Croma,laptop repair,Electronics
SYN1161,2575.42,Jio,gas bill,Utilities
SYN1162,8293.97,ATM,payment,Other
SYN1163,6002.66,Uber,metro recharge,Transport
SYN1164,4448.52,Apollo,medicine purchase,Health
SYN1165,179.98,Bank,bank charges,Other
SYN1166,1936.04,Netflix,spotify premium,Entertainment
SYN1167,5482.33,Bank,cash withdrawal,Other
SYN1168,4330.98,Salon,shampoo purchase,Personal Care
SYN1169,8847.09,Local Hotel,biryani order,Food & Dining
SYN1170,3168.77,Zomato,zomato order,Food & Dining
SYN1171,8154.23,OYO,train ticket,Travel
SYN1172,9704.11,Salon,shampoo purchase,Personal Care
SYN1173,1971.07,Airtel,gas bill,Utilities
SYN1174,1853.07,Metro,payment,Transport
SYN1175,366.05,Nykaa,payment,Personal Care
SYN1176,5970.04,Croma,payment,Electronics
SYN1177,181.45,Nykaa,payment,Personal Care
SYN1178,3769.1,Bank,misc expense,Other
SYN1179,8970.94,Uber,metro recharge,Transport
SYN1180,2480.96,Electricity Board,mobile recharge,Utilities
SYN1181,5365.95,Swiggy,dosa breakfast,Food & Dining
SYN1182,3667.65,Metro,payment,Transport
SYN1183,464.48,Airtel,mobile recharge,Utilities
SYN1184,5936.06,Udemy,payment,Education
SYN1185,4624.36,Bank,payment,Other
SYN1186,9390.59,Local Hotel,swiggy delivery,Food & Dining
SYN1187,1504.55,MedPlus,payment,Health
SYN1188,1949.75,Ola,ola cab,Transport
SYN1189,9221.46,Jio,gas bill,Utilities
SYN1190,8255.54,Salon,payment,Personal Care
SYN1191,759.27,Nykaa,skincare products,Personal Care
SYN1192,8859.94,Uber,metro recharge,Transport
SYN1193,6862.05,Salon,shampoo purchase,Personal Care
SYN1194,7017.67,Udemy,books purchase,Education
SYN1195,1352.32,Mall,clothes shopping,Shopping
SYN1196,7449.48,Amazon,flipkart order,Shopping
SYN1197,7213.07,Udemy,tuition fee,Education
SYN1198,1709.4,Croma,payment,Electronics
SYN1199,5887.63,IRCTC,hotel stay,Travel
